index,Year,Quarter,LocationAbbr,LocationDesc,HealthTopic,PolicyTopic,DataSource,Setting,Title,Status,Citation,StatusAltValue
3396,2011,1,SC,South Carolina,Nutrition,Fruits and Vegetables,DNPAO,School/After School,Local Food in Schools,Dead,S812,3
3397,2010,1,AZ,Arizona,Physical Activity,Physical Education Requirements,DNPAO,School/After School,Model Framework for Schools,Enacted,S1040,1
3398,2006,1,CT,Connecticut,Nutrition,Healthier Food Retail and Food Deserts,DNPAO,School/After School,Healthy School Food and Beverages,Enacted,S373,1
3399,2010,1,MO,Missouri,Nutrition,Appropriations,DNPAO,Restaurant/Retail,Local Foods Initiative,Dead,S926,3
3400,2011,1,MS,Mississippi,Physical Activity,School Siting,DNPAO,Restaurant/Retail,Sweetened Beverages and Syrups Tax,Dead,H414,3
3401,2011,1,ME,Maine,Physical Activity,Built Environment and Street-Scale Design,DNPAO,Community,Future Bond Program,Enacted,R9668,1
3402,2011,1,TX,Texas,Nutrition,Trans Fats,DNPAO,School/After School,Sweetened Beverages Tax,Dead,H2213,3
3403,2015,1,HI,Hawaii,Nutrition,Access to Healthy Foods,DNPAO,Community,Food Innovation Center,Introduced,SB377,0
3404,2009,1,NE,Nebraska,Nutrition,Appropriations,DNPAO,School/After School,Farm to School Program Task Force,Dead,L130,3
3405,2011,1,MT,Montana,Nutrition,Access to Healthy Foods,DNPAO,School/After School,Study on Reducing Childhood Hunger,Enacted,HJR8,1
3406,2010,1,NC,North Carolina,Obesity,Appropriations,DNPAO,Community,Appropriations Act,Enacted,S897,1
3407,2012,1,OK,Oklahoma,Nutrition,Fruits and Vegetables,DNPAO,Community,An Act Relating to Revenue and Taxation<br>,Dead,H2488,3
3408,2009,1,NY,New York,Nutrition,Healthier Food Retail and Food Deserts,DNPAO,School/After School,Availability of Healthy Food on School Property,Dead,S1446,3
3409,2011,1,CA,California,Obesity,Food Restrictions,DNPAO,Community,Healthy Food Options,Dead,A234,3
3410,2010,1,FL,Florida,Obesity,Menu Labeling,DNPAO,Restaurant/Retail,Public Food Service Establishments,Dead,S2370,3
3411,2010,1,SD,South Dakota,Obesity,Food Restrictions,DNPAO,Community,Farmers Market Food Sales,Enacted,H1222,1
3412,2010,1,OH,Ohio,Nutrition,Farmers Markets,DNPAO,Restaurant/Retail,"Farm Markets, Auctions, and Bottled Water",Enacted,R15963,1
3413,2010,1,OH,Ohio,Nutrition,Farm Direct Foods,DNPAO,Restaurant/Retail,"Farm Markets, Auctions, and Bottled Water",Enacted,R15963,1
3414,2010,1,CT,Connecticut,Physical Activity,Built Environment and Street-Scale Design,DNPAO,Community,Harm to Vulnerable Users of a Public Way,Dead,H5457,3
3415,2010,1,WI,Wisconsin,Nutrition,Appropriations,DNPAO,Community,Purchase of Food Produced in This State,Dead,A782,3
3416,2010,1,CA,California,Obesity,Body Mass Index (BMI),DNPAO,Community,Transit Village Plan,Dead,A2509,3
3417,2010,1,NY,New York,Obesity,Health Insurance Coverage,DNPAO,Medical and/or Hospital,State Fiscal Plan,Dead,S6608,3
3418,2009,1,MO,Missouri,Physical Activity,Public Safety,DNPAO,Community,City of Grandview,Dead,S164,3
3419,2009,1,UT,Utah,Nutrition,Point of Purchase Promotion,DNPAO,School/After School,Administration of the School for the Deaf and the Blind,Enacted,R33055,1
3420,2009,1,MI,Michigan,Nutrition,Fruits and Vegetables,DNPAO,Community,Vacant Land,Dead,H4632,3
3421,2012,1,KY,Kentucky,Physical Activity,Incentives,DNPAO,Work Place,Healthy Lifestyles<br>,Dead,H549,3
3422,2011,1,KY,Kentucky,Nutrition,Appropriations,DNPAO,Restaurant/Retail,Kentucky Grown Agriculture in State Resort Parks,Enacted,H166,1
3423,2009,1,NY,New York,Nutrition,Appropriations,DNPAO,Community,Supplemental Nutrition Assistance Program,Dead,A7152,3
3424,2011,1,MT,Montana,Nutrition,Healthier Food Retail and Food Deserts,DNPAO,Community,Soft Drink Excise Tax,Dead,D1276,3
3425,2011,1,NY,New York,Obesity,Body Mass Index (BMI),DNPAO,Community,Safe Access to Public Roads for All Users,Enacted,S5411,1
3426,2010,1,MO,Missouri,Obesity,Appropriations,DNPAO,Restaurant/Retail,Local Foods Initiative,Dead,S926,3
3427,2016,2,RI,Rhode Island,Physical Activity,Physical Activity Requirements,DNPAO,School/After School,An Act relating to Education - Curriculum - Free play recess. Requires public schools to provide student in grades kindergarten through 5 with at least 20 minutes of free-play recess each school day.,Enacted,SB2669,1
3428,2012,1,CA,California,Nutrition,Nutrition Standards,DNPAO,School/After School,An Act to Make Appropriations<br>,Dead,S957,3
3429,2013,1,OR,Oregon,Nutrition,Fruits and Vegetables,DNPAO,Community,Standards and Practices for Care and Services,Enacted,35125,1
3430,2011,1,TX,Texas,Physical Activity,Public Transportation,DNPAO,Community,Department Advisory Committees,Enacted,R20095,1
3431,2011,1,AZ,Arizona,Nutrition,Appropriations,DNPAO,Community,Flood Control District Regulations,Enacted,S1598,1
3432,2015,2,WA,Washington,Physical Activity,Appropriations,DNPAO,School/After School,An act relating to the capital budget,Enacted,HB1115,1
3433,2007,1,MA,Massachusetts,Nutrition,Liability and Indemnity,DNPAO,Community,Transportation System Financing Improvement,Enacted,H5039,1
3434,2012,4,NM,New Mexico,Physical Activity,Physical Activity Requirements,DNPAO,Early Care and Education,Requirements And Licensing For Child Care Programs,Enacted,5989,1
3435,2011,1,TX,Texas,Nutrition,School Nutrition,DNPAO,Community,Interagency Obesity Council,Dead,S1454,3
3436,2011,1,HI,Hawaii,Nutrition,Access to Healthy Foods,DNPAO,School/After School,School Gardens,Dead,HR113,3
3437,2009,1,TN,Tennessee,Nutrition,Agriculture and Farming,DNPAO,Community,Food and Food Products,Dead,S2063,3
3438,2011,1,MN,Minnesota,Nutrition,Access to Healthy Foods,DNPAO,Medical and/or Hospital,Agriculture,Dead,S147,3
3439,2010,1,HI,Hawaii,Obesity,Appropriations,DNPAO,Community,Aliomanu Road Reconstruction,Dead,S2060,3
3440,2010,1,PA,Pennsylvania,Nutrition,Access to Healthy Foods,DNPAO,Restaurant/Retail,Agricultural Surplus System,Enacted,H2139,1
3441,2011,1,NV,Nevada,Nutrition,Appropriations,DNPAO,School/After School,School Wellness Policies,Dead,A547,3
3442,2011,1,TN,Tennessee,Physical Activity,Pedestrians/Walking,DNPAO,School/After School,Traffic Safety,Dead,H1061,3
3443,2012,1,MS,Mississippi,Nutrition,Food Assistance Programs,DNPAO,School/After School,An Act to Create the Sweetened Beverage and Syrup Tax Law<br>,Dead,S2642,3
3444,2011,1,CA,California,Physical Activity,Pedestrians/Walking,DNPAO,Community,An Act Relating to Transportation<br>,Enacted,A516,1
3445,2012,1,HI,Hawaii,Nutrition,Food Security,DNPAO,School/After School,An Act Relating to  Sustainability<br>,Dead,S2459,3
3446,2011,1,NC,North Carolina,Obesity,Initiatives and Programs,DNPAO,School/After School,Childhood Obesity Legislative Task Force,Dead,S242,3
3447,2016,3,DC,District of Columbia,Physical Activity,Public Safety,DNPAO,Community,BICYCLE AND PEDESTRIAN SAFETY AMENDMENT ACT OF 2016,Enacted,ACT21-467,1
3448,2010,1,CT,Connecticut,Nutrition,Healthier Food Retail and Food Deserts,DNPAO,Community,Vending Machine Sales,Dead,S177,3
3449,2010,1,CO,Colorado,Obesity,Sugar Sweetened Beverages,DNPAO,Community,Elim Candy Soda Sales Tax Exemption,Enacted,H1191,1
3450,2009,1,FL,Florida,Obesity,Food Restrictions,DNPAO,Work Place,Healthy and Fit Florida Act,Dead,H1471,3
3451,2010,1,OK,Oklahoma,Nutrition,Farmers Markets,DNPAO,Community,Farmers Markets,Dead,H2954,3
3452,2011,1,WA,Washington,Physical Activity,Public Transportation,DNPAO,Community,Impact Fees,Dead,S5607,3
3453,2010,1,WA,Washington,Obesity,Liability and Indemnity,DNPAO,Community,Tax Increases,Enacted,BI10,1
3454,2011,1,HI,Hawaii,Nutrition,Agriculture and Farming,DNPAO,Community,Cacao Industry,Dead,H1598,3
3455,2010,1,DC,District of Columbia,Obesity,Appropriations,DNPAO,Community,Supermarket Tax Abatement,Enacted,B916,1
3456,2009,1,DE,Delaware,Nutrition,Media Campaigns,DNPAO,Restaurant/Retail,Nutrition Information,Dead,S81,3
3457,2011,1,HI,Hawaii,Obesity,Appropriations,DNPAO,Community,Development Infrastructure,Dead,S1184,3
3458,2011,1,DC,District of Columbia,Nutrition,School Nutrition,DNPAO,Restaurant/Retail,Contract Approval and Payment Authorization,Enacted,B107,1
3459,2010,1,CT,Connecticut,Physical Activity,Pedestrians/Walking,DNPAO,Community,Master Transportation Plan,Enacted,H5455,1
3460,2010,1,MA,Massachusetts,Obesity,Food Restrictions,DNPAO,School/After School,School Nutrition,Dead,S2322,3
3461,2010,1,MI,Michigan,Physical Activity,Bicycling,DNPAO,Community,Complete Streets Policy,Enacted,H6151,1
3462,2009,1,MO,Missouri,Obesity,Appropriations,DNPAO,Community,Supplemental Appropriations,Enacted,H15,1
3463,2011,1,OR,Oregon,Physical Activity,Built Environment and Street-Scale Design,DNPAO,Community,Bicycle Passengers,Dead,H2228,3
3464,2011,1,HI,Hawaii,Physical Activity,Built Environment and Street-Scale Design,DNPAO,Community,Capital Improvement Projects for the Benefit of the Fir,Dead,H1528,3
3465,2009,1,MN,Minnesota,Obesity,Body Mass Index (BMI),DNPAO,Community,Transportation,Enacted,S1060,1
3466,2011,1,VT,Vermont,Obesity,Food Restrictions,DNPAO,Community,Act 250 Agricultural Fair Exemption,Enacted,H411,1
3467,2010,1,IA,Iowa,Nutrition,Media Campaigns,DNPAO,School/After School,Extracurricular Interscholastic Competition,Enacted,R9270,1
3468,2011,1,NC,North Carolina,Nutrition,Farm Direct Foods,DNPAO,Community,Rowan County Farmers Markets,Dead,H539,3
3469,2011,1,VT,Vermont,Obesity,Incentives,DNPAO,Community,Sugar-Sweetened Beverages,Dead,H151,3
3470,2007,1,MI,Michigan,Nutrition,School Nutrition,DNPAO,School/After School,Farm to School Procurement Act,Enacted,H6368,1
3471,2010,1,NY,New York,Obesity,Sugar Sweetened Beverages,DNPAO,School/After School,Healthy Kids Act Pilot Program,Dead,A10310,3
3472,2008,1,LA,Louisiana,Nutrition,Disparities/Equity,DNPAO,Community,Senate Resolution,Enacted,SR112,1
3473,2011,1,FL,Florida,Physical Activity,Pedestrians/Walking,DNPAO,Community,Neighborhoods Improvement Act,Dead,S1010,3
3474,2009,1,NY,New York,Nutrition,Access to Healthy Foods,DNPAO,Community,State Budget,Enacted,A159,1
3475,2009,1,NJ,New Jersey,Obesity,Appropriations,DNPAO,Community,Development and Redevelopment Activities,Enacted,R19082,1
3476,2011,1,MS,Mississippi,Nutrition,Appropriations,DNPAO,Community,Council on Combating Obesity,Dead,H924,3
3477,2009,1,NJ,New Jersey,Nutrition,Appropriations,DNPAO,Community,Agricultural Fairs,Enacted,R18820,1
3478,2006,1,AL,Alabama,Nutrition,Appropriations,DNPAO,Community,To Make Appropriations,Enacted,S75,1
3479,2010,1,IA,Iowa,Nutrition,Trans Fats,DNPAO,Restaurant/Retail,Sales Tax Exemption,Dead,H2153,3
3480,2011,1,CO,Colorado,Physical Activity,Bicycling,DNPAO,Community,Inherent Risk Mountain Biking Liability,Dead,S36,3
3481,2009,1,CA,California,Obesity,Appropriations,DNPAO,Early Care and Education,Child Care: Nutritional Requirements,Vetoed,A627,2
3482,2009,1,NY,New York,Physical Activity,Bicycling,DNPAO,Community,Fuel Reduction and Conservation Program,Dead,A476,3
3483,2010,1,IL,Illinois,Nutrition,Access to Healthy Foods,DNPAO,Community,Food for Families,Dead,H5173,3
3484,2009,1,MN,Minnesota,Physical Activity,Pedestrians/Walking,DNPAO,Community,Transportation,Dead,H899,3
3485,2006,1,CT,Connecticut,Nutrition,Farm Direct Foods,DNPAO,Community,Farmers Markets,Enacted,S294,1
3486,2009,1,HI,Hawaii,Nutrition,Task Forces/Councils,DNPAO,Community,Heart Healthy Working Group,Dead,S1297,3
3487,2007,1,WA,Washington,Nutrition,Food Assistance Programs,DNPAO,Community,Operating Appropriations,Enacted,H1128,1
3488,2009,1,MN,Minnesota,Obesity,Appropriations,DNPAO,Community,Human Services,Dead,S519,3
3489,2010,1,CA,California,Physical Activity,Safe Routes to Schools,DNPAO,School/After School,Safe Routes to School,Dead,A2147,3
3490,2009,1,IL,Illinois,Nutrition,Agriculture and Farming,DNPAO,Community,Locally Grown Food Procurement,Enacted,S574,1
3491,2009,1,CT,Connecticut,Obesity,Appropriations,DNPAO,Community,Trumbull Gardens,Dead,H5929,3
3492,2011,1,IL,Illinois,Nutrition,Farm Direct Foods,DNPAO,School/After School,Elimination of Trans Fats in Public Schools,Dead,H137,3
3493,2013,1,IL,Illinois,Nutrition,Access to Healthy Foods,DNPAO,Medical and/or Hospital,Medical Payment,Enacted,15452,1
3494,2012,1,MS,Mississippi,Nutrition,Food Security,DNPAO,Community,An Act Making Appropriations<br>,Dead,S2996,3
3495,2011,1,NY,New York,Nutrition,Healthier Food Retail and Food Deserts,DNPAO,Community,Food Retail Establishment Subsidization for Healthy Communities Act<br>,Dead,S3724,3
3496,2010,1,MS,Mississippi,Physical Activity,Built Environment and Street-Scale Design,DNPAO,Community,Bicycles,Dead,H156,3
3497,2011,1,NY,New York,Obesity,Appropriations,DNPAO,Community,New York Calcium Purchasing Preference Initiative,Dead,A1666,3
3498,2011,1,ID,Idaho,Obesity,Appropriations,DNPAO,School/After School,Local Land Use Planning and Production,Enacted,H148,1
3499,2011,1,TX,Texas,Physical Activity,Appropriations,DNPAO,Community,Mobility Improvement Project Funding,Dead,H3518,3
3500,2010,1,OH,Ohio,Obesity,Appropriations,DNPAO,Restaurant/Retail,Farmer's Authorization,Enacted,R15517,1
3501,2009,1,TX,Texas,Nutrition,Appropriations,DNPAO,Community,Child Nutrition Education,Enacted,S282,1
3502,2011,1,HI,Hawaii,Obesity,Sugar Sweetened Beverages,DNPAO,Restaurant/Retail,Taxation,Dead,H1216,3
3503,2011,2,MA,Massachusetts,Obesity,Health Insurance Coverage,DNPAO,School/After School,An Act Making Appropriations,Dead,S4,3
3504,2011,1,HI,Hawaii,Obesity,Body Mass Index (BMI),DNPAO,School/After School,Repair and Repaving Of Side Streets,Dead,HCR57,3
3505,2011,1,MO,Missouri,Nutrition,Farmers Markets,DNPAO,Community,County Water Supply Lake Authority,Dead,H742,3
3506,2010,1,RI,Rhode Island,Nutrition,Appropriations,DNPAO,Restaurant/Retail,Food and Drugs,Dead,S2290,3
3507,2009,1,MA,Massachusetts,Nutrition,Appropriations,DNPAO,School/After School,Minors and Energy Drinks,Dead,S1684,3
3508,2009,1,MA,Massachusetts,Obesity,Body Mass Index (BMI),DNPAO,Community,Student Nutrition and Wellness,Dead,HD1736,3
3509,2009,1,AR,Arkansas,Physical Activity,Physical Education Requirements,DNPAO,Community,Legislative Projects,Enacted,S626,1
3510,2016,4,IL,Illinois,Physical Activity,Physical Education Requirements,DNPAO,School/After School,"Public Schools Evaluation, Recognition and Supervision - Additional Criteria for Physical Education",Enacted,435689,1
3511,2012,1,FL,Florida,Physical Activity,Built Environment and Street-Scale Design,DNPAO,Community,An Act Relating to Growth Management,Enacted,H7081,1
3512,2009,1,ME,Maine,Nutrition,Appropriations,DNPAO,School/After School,Physical Education Curriculum,Dead,H802,3
3513,2009,1,MI,Michigan,Nutrition,Appropriations,DNPAO,Community,Recreational Authorities Act,Dead,H4700,3
3514,2015,1,NY,New York,Nutrition,Access to Healthy Foods,DNPAO,Community,Establishing New York State Council on Food Policy,Introduced,SB3265,0
3515,2011,1,DC,District of Columbia,Physical Activity,"Parks, Recreation and Trails",DNPAO,Community,Grocery Store Terms and Conditions,Dead,B22,3
3516,2009,1,NJ,New Jersey,Nutrition,Medical Care,DNPAO,Medical and/or Hospital,Pediatric Medical Day Care Facilities,Enacted,R18610,1
3517,2011,1,IL,Illinois,Nutrition,Appropriations,DNPAO,Community,Capital Projects Implementation Act,Dead,S1323,3
3518,2011,1,CA,California,Physical Activity,Pedestrians/Walking,DNPAO,School/After School,Safe Routes to School,Dead,A516,3
3519,2011,1,MS,Mississippi,Nutrition,Access to Healthy Foods,DNPAO,Restaurant/Retail,Farmers Markets,Dead,S2926,3
3520,2010,1,OH,Ohio,Nutrition,Appropriations,DNPAO,Community,Waiver Service Providers,Enacted,R15939,1
3521,2013,1,TX,Texas,Nutrition,Disparities/Equity,DNPAO,Community,An Act Relating to a Nutrition and Wellness Education Program,Introduced,HB3401,0
3522,2008,1,VA,Virginia,Physical Activity,Bicycling,DNPAO,Community,Department of Forestry Permit,Enacted,S1473,1
3523,2011,1,HI,Hawaii,Nutrition,Appropriations,DNPAO,School/After School,"Kalo, Taro Farms, School Meals",Dead,HCR177,3
3524,2007,1,UT,Utah,Nutrition,Appropriations,DNPAO,Community,Department of Agriculture Amendments,Enacted,S47,1
3525,2007,1,WA,Washington,Nutrition,Appropriations,DNPAO,Community,Procedural Criteria for Adopting Comprehensive Plans,Enacted,R27361,1
3526,2013,1,OK,Oklahoma,Nutrition,Incentives,DNPAO,Community,An Act Relating to Revenue and Taxation,Introduced,HB2260,0
3527,2012,1,MS,Mississippi,Obesity,Sugar Sweetened Beverages,DNPAO,Community,An Act to Create the Sweetened Beverage and Syrup Tax Law<br>,Dead,S2642,3
3528,2011,1,KS,Kansas,Obesity,Appropriations,DNPAO,School/After School,School Bus Transportation,Dead,H2090,3
3529,2010,1,IN,Indiana,Nutrition,Farm Direct Foods,DNPAO,Restaurant/Retail,Service Sign Program,Enacted,R104,1
3530,2009,1,MI,Michigan,Physical Activity,Physical Education Requirements,DNPAO,School/After School,High School Sports,Dead,H4762,3
3531,2010,1,HI,Hawaii,Physical Activity,Pedestrians/Walking,DNPAO,Community,Pedestrian Flag Safety Program,Dead,HR95,3
3532,2009,1,CO,Colorado,Nutrition,Initiatives and Programs,DNPAO,Early Care and Education,Family Child Care Homes,Enacted,R10245,1
3533,2009,1,HI,Hawaii,Nutrition,Agriculture and Farming,DNPAO,Community,Hawaii Organic Food Center and Appropriation,Dead,S1116,3
3534,2009,1,TX,Texas,Nutrition,Incentives,DNPAO,School/After School,Food Product Sales Tax,Dead,H150,3
3535,2011,1,AR,Arkansas,Nutrition,Appropriations,DNPAO,School/After School,Appropriation to the Department of Career Education,Enacted,S373,1
3536,2011,1,WA,Washington,Obesity,Body Mass Index (BMI),DNPAO,School/After School,Additive Transportation Funding,Dead,S5925,3
3537,2009,1,TN,Tennessee,Obesity,Appropriations,DNPAO,Community,Real Property Taxes,Dead,S2811,3
3538,2009,1,MA,Massachusetts,Nutrition,Food Assistance Programs,DNPAO,School/After School,Governor Fiscal Year 2010 Budget,Dead,H4100,3
3539,2005,1,WV,West Virginia,Nutrition,Healthier Food Retail and Food Deserts,DNPAO,School/After School,Healthy Lifestyles,Enacted,H2816,1
3540,2003,1,NM,New Mexico,Obesity,Appropriations,DNPAO,Community,International Heritage Center,Enacted,HJM39,1
3541,2011,1,TX,Texas,Obesity,Liability and Indemnity,DNPAO,Restaurant/Retail,Beverage Tax Imposition,Dead,S1004,3
3542,2011,1,MA,Massachusetts,Physical Activity,Public Transportation,DNPAO,Community,Transportation Infrastructure Revolving Fund,Dead,H3248,3
3543,2010,1,MI,Michigan,Physical Activity,Pedestrians/Walking,DNPAO,Community,Public Transportation Agencies,Enacted,H5212,1
3544,2009,1,MI,Michigan,Obesity,Body Mass Index (BMI),DNPAO,Community,Transportation Investment,Dead,H4967,3
3545,2011,1,IN,Indiana,Obesity,Food Restrictions,DNPAO,Community,Local Food and Farm Task Force,Dead,H1375,3
3546,2009,1,MA,Massachusetts,Obesity,Food Restrictions,DNPAO,School/After School,Food Policy Council,Dead,H4255,3
